build_failed,gh_is_pr,git_prev_commit_resolution_status,gh_team_size,git_num_all_built_commits,gh_num_commit_comments,git_diff_src_churn,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,gh_diff_tests_added,gh_diff_tests_deleted,gh_diff_src_files,gh_diff_doc_files,gh_diff_other_files,gh_num_commits_on_files_touched,gh_sloc,gh_test_lines_per_kloc,gh_test_cases_per_kloc,gh_asserts_cases_per_kloc,gh_by_core_team_member,year_of_start,month_of_start,day_of_start,hour_of_start,elapsed_days_last_build,same_committer,proj_fail_rate_history,proj_fail_rate_recent,comm_fail_rate_history,comm_fail_rate_recent,comm_avg_experience,totalNumberOfRevisions,no_config_edited,num_files_edited,num_distinct_authors,prev_build_result,day_week
0,0,1,26,1,0,1348,0,1,1,16,0,0,18,0,0,46,47125,7.639257294,0.127320955,0.042440318,1,2013,2,15,17,0,1,0,0,0,0,1,18,0,18,1,0,6
0,1,1,26,1,0,4216,0,27,20,15,0,0,113,0,1,77,47426,7.590772994,0.126512883,0.042170961,1,2013,2,16,15,1,0,0,0,0,0,0,108,1,108,1,0,7
0,0,1,26,1,0,300,0,0,0,9,0,0,8,1,0,76,47223,7.62340385,0.127056731,0.042352244,0,2013,2,17,11,2,0,0,0,0,0,0,9,0,9,1,0,1
0,0,2,26,1,0,4216,0,27,20,15,0,0,113,0,1,78,47524,7.575119939,0.126251999,0.042084,1,2013,2,17,12,-1,0,0,0,0,0,0,9,0,9,1,0,1
0,0,1,26,1,0,42,0,0,0,7,0,0,6,1,0,91,47524,7.575119939,0.126251999,0.042084,1,2013,2,18,9,1,0,0,0,0,0,0,7,0,7,1,0,2
0,0,2,26,2,0,4374,0,17,0,28,0,0,44,0,0,56,48657,7.398729885,0.123312165,0.041104055,1,2013,2,18,10,-1,0,0,0,0,0,0,69,0,57,2,0,2
0,0,1,26,1,0,365,0,0,0,2,0,0,2,0,0,5,48675,7.395993837,0.123266564,0.041088855,1,2013,2,18,11,0,0,0,0,0,0,1,2,0,2,1,0,2
0,0,1,26,1,0,879,0,0,0,45,0,0,44,1,0,65,48692,7.393411649,0.123223527,0.041074509,1,2013,2,18,15,0,0,0,0,0,0,0,45,0,45,1,0,2
0,0,1,26,1,0,1156,0,1,0,9,0,0,10,0,0,39,48661,7.398121699,0.123302028,0.041100676,1,2013,2,18,15,0,0,0,0,0,0,2,10,0,10,1,0,2
0,0,1,26,1,0,268,0,1,0,5,0,0,6,0,0,39,48700,7.392197125,0.123203285,0.041067762,1,2013,2,19,0,1,1,0,0,0,0,3,6,0,6,1,0,3
0,0,1,26,1,0,600,0,0,2,23,0,0,25,0,0,72,48617,7.404817245,0.123413621,0.041137874,1,2013,2,19,13,0,1,0,0,0,0,4,25,0,25,1,0,3
0,0,1,26,2,0,229,0,6,0,1,0,0,7,0,0,9,48748,7.384918356,0.123081973,0.041027324,0,2013,2,19,16,0,0,0,0,0,0,0,7,0,7,1,0,3
0,0,1,26,1,0,6,0,0,0,1,0,0,1,0,0,3,48748,7.384918356,0.123081973,0.041027324,1,2013,2,19,16,0,0,0,0,0,0,0,1,0,1,1,0,3
0,0,1,26,1,0,6,0,0,0,1,0,0,1,0,0,4,48748,7.384918356,0.123081973,0.041027324,1,2013,2,19,23,0,1,0,0,0,0,1,1,0,1,1,0,3
